node_name,node_type,node_position,parent,weight
moz-wptsync-bot,developer,-840.096512772708|-1051.5508435308013|70.39344136591424,web-platform-tests/wpt,56.26
whimboo,developer,-962.6121368627821|-748.7821400343307|66.558602453394,web-platform-tests/wpt,35.48
thiagowfx,developer,-775.329850330081|-843.4942784932518|-125.68184624870389,web-platform-tests/wpt,32.78
WeizhongX,developer,-766.8223231795025|-704.2516374870579|127.69453109635293,web-platform-tests/wpt,25.25
nt1m,developer,-1080.6908250651838|-813.2383648653566|189.67028348745373,web-platform-tests/wpt,17.94
OrKoN,developer,-1218.797732668721|-1077.1340304901707|149.1494652124606,web-platform-tests/wpt,22.97
jgraham,developer,-1252.4921792760886|-611.7281197102864|-142.0190311738702,web-platform-tests/wpt,20.21
jonathan-j-lee,developer,-1101.075930544943|-787.722178659889|120.82898432330768,web-platform-tests/wpt,17.49
gsnedders,developer,-806.4721916163323|-621.4232585830034|-138.71887821576246,web-platform-tests/wpt,17.26
zcorpan,developer,-1041.0392203406745|-845.7030161810983|283.91070002949397,web-platform-tests/wpt,25.42
TalbotG,developer,-740.8272511387393|-1112.3490980093372|-143.07442077310236,web-platform-tests/wpt,15.87
foolip,developer,-881.1256697396395|-1017.2498358707419|269.0214576925292,web-platform-tests/wpt,10.26
annevk,developer,-1086.290217647779|-746.1158759654753|415.93542299683963,web-platform-tests/wpt,38.82
cookiecrook,developer,-989.186442480674|-899.2711621251897|222.81357513061766,web-platform-tests/wpt,14.92
rwlbuis,developer,-1083.199427665275|-628.3035282130057|10.343817207493714,web-platform-tests/wpt,14.77
lukewarlow,developer,-1084.2972393041896|-928.2153150689171|-72.60549430505034,web-platform-tests/wpt,13.6
domenic,developer,-1177.0178856006362|-1112.0227023306|389.18884619076994,web-platform-tests/wpt,44.5
wpt-pr-bot,developer,-1145.644886472805|-682.5253231638827|109.65146212046227,web-platform-tests/wpt,12.72
youennf,developer,-698.2779519613246|-963.0583592819326|34.89520155330061,web-platform-tests/wpt,11.38
dholbert,developer,-706.6486810815983|-618.209848446024|100.18748171026476,web-platform-tests/wpt,11.35
jrandolf,developer,-1261.9282128539073|-769.4908431070062|324.4025745520255,web-platform-tests/wpt,10.34
dbaron,developer,-1165.8488145028405|-976.0293359449456|173.35300998103475,web-platform-tests/wpt,17.99
mathiasbynens,developer,-1004.9882169109438|-610.302669084906|293.4091103487205,web-platform-tests/wpt,10.07
cbiesinger,developer,-1241.85503868026|-870.7835877157072|311.4009321291698,web-platform-tests/wpt,9.83
sadym-chromium,developer,-1001.1003355827145|-595.818929953776|286.5097452850988,web-platform-tests/wpt,9.39
servo-wpt-sync,developer,-929.4998808956502|-989.9677380962288|201.0845044774495,web-platform-tests/wpt,9.13
cdumez,developer,-981.2527645918124|-710.0486052938761|-64.37674706855933,web-platform-tests/wpt,8.65
marcoscaceres,developer,-704.4909090799343|-1133.5301001598089|239.73599065753785,web-platform-tests/wpt,8.56
juliandescottes,developer,-735.292030828846|-1115.2238268421554|310.48671252034853,web-platform-tests/wpt,8.43
webdriverio/webdriverio,repo,-1483.4504239008606|-774.6060506061115|1317.6212123498062,,54.5
christian-bromann,developer,-1761.559389240896|-587.7717446568079|1470.0052488398344,webdriverio/webdriverio,52.34
sriteja777,developer,-1632.529927670557|-875.5713928658645|1047.0189520999013,webdriverio/webdriverio,13.39
BorisOsipov,developer,-1593.8786469564238|-868.7775058725862|1116.1919967224173,webdriverio/webdriverio,10.24
nextlevelbeard,developer,-1704.855562408839|-524.11250219293|1194.008373429891,webdriverio/webdriverio,9.56
JordiSAGE,developer,-1355.7612027211685|-750.9627173416052|1301.6746597848557,webdriverio/webdriverio,6.89
jan-molak,developer,-1197.3305043232194|-551.3789025091874|1471.9346418237924,webdriverio/webdriverio,6.74
lukefitz1,developer,-1447.750259250881|-666.5896069801981|1383.3969105823635,webdriverio/webdriverio,6.24
KuznetsovRoman,developer,-1274.260607401635|-571.9052461784763|1078.9863745084922,webdriverio/webdriverio,6
amrsa1,developer,-1667.848704034373|-910.4656365114763|1484.2188202063323,webdriverio/webdriverio,5.86
patrickschilder,developer,-1727.4304132686457|-508.62663498788345|1366.6146095653899,webdriverio/webdriverio,5.66
rashiq231,developer,-1701.5201450271038|-793.5141365927976|1552.0543479468058,webdriverio/webdriverio,5.47
AugustinMauroy,developer,-1380.5381215087398|-712.6953804874424|1586.7838833733717,webdriverio/webdriverio,5.32
ductoan0295,developer,-1620.8798444826646|-803.8341312434628|1387.8068088004002,webdriverio/webdriverio,5
hammzj,developer,-1363.597298774708|-1055.2560451638585|1387.1568366962717,webdriverio/webdriverio,5
Ernst-D,developer,-1773.9116900069835|-966.9615962722771|1547.759320499962,webdriverio/webdriverio,4.56
PSpSynedra,developer,-1256.8349349088057|-685.4877208288726|1066.0088240582945,webdriverio/webdriverio,4.45
erwinheitzman,developer,-1232.0146826724517|-690.7154741309579|1502.7251073933803,webdriverio/webdriverio,4.36
bhanuagarwal73,developer,-1542.3363959951812|-1024.497964837548|1436.4378959360733,webdriverio/webdriverio,4.36
Ankit098,developer,-1314.8850053906076|-931.9379406997185|1609.801009364599,webdriverio/webdriverio,4.16
m4hdyar,developer,-1204.451852479789|-769.665097207642|1102.7276017204176,webdriverio/webdriverio,4.06
syamphaneendra,developer,-1215.3689171361987|-1010.3134504756256|1425.024048693975,webdriverio/webdriverio,4
jlipps,developer,-1445.5094604727021|-930.4648008869272|1593.504849740094,webdriverio/webdriverio,3.87
sourav-kundu,developer,-1345.3727944512823|-1026.200918417049|1225.767246821335,webdriverio/webdriverio,3.83
udarrr,developer,-1185.4643187640463|-869.1123814203243|1126.5237865177207,webdriverio/webdriverio,3.65
DanielFreemanTester,developer,-1410.6424836761169|-913.1459124842044|1159.8474965665464,webdriverio/webdriverio,3.65
cg-tester,developer,-1731.0209983891723|-805.8076796800822|1512.4099938797078,webdriverio/webdriverio,3.46
HimanshuD-Groove,developer,-1273.5944680556968|-491.0657921662098|1042.1756431648473,webdriverio/webdriverio,3.41
awhisler,developer,-1388.5810691613428|-890.9981694095079|1553.4112866712064,webdriverio/webdriverio,3.16
Amitesh,developer,-1219.7729020111526|-879.5607846633059|1367.5325978140015,webdriverio/webdriverio,3.16
AnikoBorosova,developer,-1692.527437231894|-985.2065228570057|1353.8124935171559,webdriverio/webdriverio,2.83
WeblateOrg/weblate,repo,-140.1898388779507|430.97600821088804|-72.75719915634204,,35.85
nijel,developer,-357.1606469408859|664.7425822012066|-356.6109291491388,WeblateOrg/weblate,41.26
weblate,developer,-333.04793869702286|458.511937472173|-54.78494587976212,WeblateOrg/weblate,7.63
comradekingu,developer,85.58012246868418|338.119483711984|-8.76335640211937,WeblateOrg/weblate,17.69
orangesunny,developer,21.49380400452054|229.47149687385206|-282.5862443613935,WeblateOrg/weblate,11.25
buhtz,developer,-190.66726823487386|388.00708865699215|-99.70176569159298,WeblateOrg/weblate,9.02
tomkolp,developer,22.94350244733198|244.50952495105247|225.26445440539794,WeblateOrg/weblate,8.89
ParthS007,developer,70.5792100890663|244.54529437035583|51.36467099252786,WeblateOrg/weblate,8.45
Geeyun-JY3,developer,-290.46094075069686|221.8657481134578|-52.48851350143292,WeblateOrg/weblate,7.33
yilmazdurmaz,developer,-373.6828825681109|462.91323650684257|-40.75688574638997,WeblateOrg/weblate,6.24
emmapeel2,developer,-226.009423868306|668.8084463792633|91.33140103034822,WeblateOrg/weblate,5.79
surli,developer,74.65317889610185|420.74349821212235|197.54539557287194,WeblateOrg/weblate,7.29
perrfect,developer,38.62278686523962|568.700998130196|-170.42395032258966,WeblateOrg/weblate,4.88
burner1024,developer,-116.69313783862668|395.5700526579754|213.07824800235937,WeblateOrg/weblate,4.61
pavelhoral,developer,-89.3360124823023|615.8569067918402|41.28160309562776,WeblateOrg/weblate,4.56
razor313,developer,-352.12505585810476|521.8072198763566|114.17315817985093,WeblateOrg/weblate,4.38
henry-torproject,developer,-75.5555241273288|208.38444459157208|-278.8982805061473,WeblateOrg/weblate,4
ib,developer,-234.20917386748053|607.7101342151257|-292.0899338981826,WeblateOrg/weblate,3.97
Rexogamer,developer,108.26762414632356|645.7833713967145|78.19369946091888,WeblateOrg/weblate,3.97
luzpaz,developer,-279.1929162283789|687.836243031975|-207.8050954303644,WeblateOrg/weblate,3.83
derkoe,developer,-58.53359691296703|701.9051019184553|197.50184285349508,WeblateOrg/weblate,3.74
weijiang1994,developer,-380.82771104284916|339.3050861763568|-317.07109953533524,WeblateOrg/weblate,3.15
eighthave,developer,-29.967409750530237|713.4560003727313|91.85598972318729,WeblateOrg/weblate,3.15
Bubu,developer,-318.51586285955744|208.6068419376498|-86.41353170050445,WeblateOrg/weblate,3.15
zakharchenkoAndrii,developer,40.37494207961612|287.5364862766652|-105.81644860192557,WeblateOrg/weblate,3
ZiYueCommentary,developer,-186.74703651717036|217.36446186621|-113.32845455481845,WeblateOrg/weblate,2.83
lahdekorpi,developer,-103.44305838592066|650.5064753369712|-87.53718215090726,WeblateOrg/weblate,2.83
maboroshin,developer,-15.982199046414905|472.19778885373626|-225.07274802721344,WeblateOrg/weblate,2.73
dxdx123,developer,-150.59818513766305|465.274418769068|63.60253215478127,WeblateOrg/weblate,2.73
jredl-va,developer,-232.1575990102575|405.6012277349122|-268.16974047975253,WeblateOrg/weblate,2.45
ghubrakesh,developer,71.3307851072658|288.7933757227837|-190.72325221251094,WeblateOrg/weblate,2.45
webmin/webmin,repo,-1108.9171639920046|-1308.633133761444|1019.3770812644743,,10.89
iliajie,developer,-839.4859258515698|-1029.5119843239247|1012.0909987633688,webmin/webmin,30.52
jcameron,developer,-1381.0719676372944|-1521.719349803234|1279.982668280456,webmin/webmin,27.76
Mecha-Weasel,developer,-1291.2079574153631|-1307.2797331569054|958.9836122574599,webmin/webmin,6.19
thenineties,developer,-816.8309552395076|-1058.9650885333713|736.3339164931738,webmin/webmin,5.99
devadattas,developer,-851.8238968704991|-1497.1232814480431|782.3224283658792,webmin/webmin,4.38
swelljoe,developer,-1153.9056612688453|-1559.0509249341121|857.2020741835552,webmin/webmin,3.83
AlexiKhreshnev,developer,-940.3285845007421|-1289.9541118003613|744.9022794266282,webmin/webmin,3.74
chris001,developer,-1117.569495297176|-1445.2461801211048|908.7267162877241,webmin/webmin,3.65
BigLOnline,developer,-1213.8618493447336|-1355.4459681292574|980.1391285422847,webmin/webmin,3.46
dpark77,developer,-1396.5133831508479|-1581.8169667068914|1011.799798854354,webmin/webmin,2.83
siicosmos,developer,-1199.2751999321054|-1050.2020256388187|1224.9004358460575,webmin/webmin,2.83
faxotherapy,developer,-1222.2183701057168|-1545.0564148317962|757.0488823858523,webmin/webmin,2.83
FBachofner,developer,-867.6346678862669|-1023.1051771106504|1205.8443157706326,webmin/webmin,2.73
crupko93,developer,-1046.9365511076626|-1366.3800619058854|1272.8785219550823,webmin/webmin,2.45
Talkabout,developer,-917.656168879615|-1511.0998815325095|799.7632316146069,webmin/webmin,2.45
by,developer,-1339.1403442780127|-1145.1073945913613|774.8228131708313,webmin/webmin,2.45
liutt1312,developer,-1157.9363229757535|-1226.4752589361144|1306.9277569232268,webmin/webmin,2.41
SlowFox72,developer,-1227.6800949045348|-1167.4525245816242|1157.208549532258,webmin/webmin,2.24
ZekyTheWolf,developer,-1188.1379610078402|-1336.1992804439142|1108.9031455663412,webmin/webmin,2.24
ced1check,developer,-1266.5292529789035|-1098.2736965817223|1119.8826225620494,webmin/webmin,2.24
EPXOL,developer,-1269.7012883200373|-1312.9311951216303|1295.2459447254391,webmin/webmin,2.24
MSSEsq,developer,-1333.4610333957453|-1025.6126975626719|1195.411154113781,webmin/webmin,2.24
johnheenan,developer,-839.9700187957404|-1546.6302879130492|1314.0829167894476,webmin/webmin,2.24
djhkdjhk,developer,-1080.183152593815|-1326.4993516952345|725.5840706213559,webmin/webmin,2
khs-kks,developer,-892.3810463113033|-1179.0471364165007|1257.9042495267536,webmin/webmin,2
sanjeev0990,developer,-1226.7674473755667|-1059.7635989462378|1243.8426048661504,webmin/webmin,2
tigerkzr,developer,-1001.22297172111|-1183.1487044310074|1213.2261456783529,webmin/webmin,2
defung,developer,-1273.881164033763|-1251.266483494424|757.5870500749917,webmin/webmin,2
g-regor,developer,-1074.0524133464298|-1227.925356823153|948.1440117244326,webmin/webmin,2
derjohn,developer,-1333.6827357141415|-1182.767224302139|1018.600879796341,webmin/webmin,2
webpack/webpack,repo,-509.12943364904993|993.4447207801768|-1059.0160282937952,,22.93
alexander-akait,developer,-746.2169473565191|833.5490818457092|-1022.6347175405488,webpack/webpack,36.28
webpack-bot,developer,-728.040925060956|907.2034151504214|-1082.6797157505093,webpack/webpack,27.76
burhanuday,developer,-450.71331144151645|1142.328744862332|-785.9462471400045,webpack/webpack,17.07
TheLarkInn,developer,-614.4870831185412|885.9469538704002|-1121.962978177551,webpack/webpack,15.85
ahabhgk,developer,-650.9199249171957|729.507232157782|-1302.365577414262,webpack/webpack,10.09
bworline,developer,-597.6343587692231|1124.663589621802|-1107.4671512111809,webpack/webpack,9.87
snitin315,developer,-354.7180978121964|837.8101251850701|-1171.5337651419968,webpack/webpack,8.48
tmpaul,developer,-532.0472959583816|1172.2870682488162|-988.7879553159868,webpack/webpack,7.32
aespinolopez,developer,-339.07330191988945|1106.277694952449|-907.0721570437979,webpack/webpack,6.71
steverep,developer,-386.50387910726613|735.2587513086838|-1048.754111747728,webpack/webpack,5.56
hardfist,developer,-372.5605057128047|897.8160883414479|-946.884887774185,webpack/webpack,4.87
ersachin3112,developer,-672.1938259790693|722.0842865365016|-840.4699193402986,webpack/webpack,4.12
Zlatkovsky,developer,-694.7650149974863|983.1634936906715|-766.4496444869335,webpack/webpack,3.74
childrentime,developer,-603.8715226220799|1061.3226967159208|-1319.2143593179337,webpack/webpack,3.73
webdiscus,developer,-329.42963243044903|1288.9271179836314|-774.9853388251272,webpack/webpack,3.65
andrewbranch,developer,-290.23151886096514|1054.8365241014621|-1177.4948136245723,webpack/webpack,3.41
hyf0,developer,-804.10978484457|995.6435922772116|-827.2851707964403,webpack/webpack,3.16
JeraldVin,developer,-555.9899116432952|963.3335464980668|-1269.417320903991,webpack/webpack,3
vankop,developer,-443.78051051995374|995.798403706936|-1156.497763218899,webpack/webpack,3
jasonsanjose,developer,-620.7986986813191|805.8451609747582|-1100.2814128130776,webpack/webpack,3
navalega0109,developer,-742.1373016363729|959.0282422172811|-780.5393298239583,webpack/webpack,2.83
underfin,developer,-453.25826537842505|848.0543389904839|-1041.790673228775,webpack/webpack,2.83
timneutkens,developer,-474.2503973563275|1155.4447224142764|-1089.417780793058,webpack/webpack,2.83
fabiosantoscode,developer,-443.4327909346548|1232.7629873469905|-858.8461780237661,webpack/webpack,2.83
silverwind,developer,-332.5536328336147|1264.315979039327|-1024.6203693478774,webpack/webpack,2.83
xiaoxiaojx,developer,-430.07595559674377|819.4275407020428|-886.7857869065883,webpack/webpack,2.73
exp0rs,developer,-400.1165296640082|1284.2083295378313|-1059.220447086906,webpack/webpack,2.65
shamoilarsi,developer,-214.2624967620859|1103.5261144345284|-814.2012140852628,webpack/webpack,2.45
benlieb,developer,-473.74716308020646|1249.338155110399|-1102.9081345491472,webpack/webpack,2.45
lvivski,developer,-537.1708232778888|980.6470279279598|-891.3994255744904,webpack/webpack,2.45
whatwg/html,repo,891.1516227724087|333.91368515000545|-1198.2877992346969,,47.09
domenic,developer,1068.212553468298|303.0621792282359|-1225.0997035777327,whatwg/html,44.5
annevk,developer,978.4722110515971|135.4246519629213|-1424.0769436213693,whatwg/html,38.82
josepharhar,developer,790.2909430717427|599.7823428238305|-1230.2004733268445,whatwg/html,30.73
zcorpan,developer,1155.0751650151692|451.30840164341555|-1369.952046155659,whatwg/html,25.42
domfarolino,developer,730.0722780852012|355.92617170470146|-1198.0923260799218,whatwg/html,18.71
dbaron,developer,960.990758072388|309.91117475662867|-1379.618595870533,whatwg/html,17.99
nt1m,developer,949.0498846952942|207.9957849651543|-1005.382494608805,whatwg/html,17.94
mbrodesser-Igalia,developer,728.5848428019528|459.7046817827108|-965.3150830991601,whatwg/html,17.62
vmpstr,developer,839.2963171487357|503.5286916896064|-1400.685595065721,whatwg/html,15.75
mfreed7,developer,973.0231078942863|237.9824148854361|-1445.6729534246322,whatwg/html,13.61
fantasai,developer,847.0759972703426|150.4460234361647|-1013.6112050346612,whatwg/html,13.31
rubberyuzu,developer,748.4799689282394|171.73071420098685|-967.6297268914916,whatwg/html,12.5
smaug----,developer,1078.917041459356|115.77562645712109|-1274.505377400848,whatwg/html,11.81
bkardell,developer,710.5417286315148|466.08810356648763|-920.0363408818791,whatwg/html,11.54
keithamus,developer,894.0036992393018|52.93428212977415|-1219.8905491216847,whatwg/html,11.1
foolip,developer,966.5046133467079|629.3100850392536|-1089.8151275128062,whatwg/html,10.26
noamr,developer,920.9502423441648|271.63867034360794|-1167.802760364427,whatwg/html,9.71
nicolo-ribaudo,developer,1121.8636691368824|67.63861582390888|-1042.066804464058,whatwg/html,9.43
syg,developer,781.7433052385774|353.6527195360603|-985.3650545490085,whatwg/html,8.69
emilio,developer,1142.350949533307|166.08548106479995|-1350.723854268916,whatwg/html,8.26
schwering,developer,719.3865675316673|214.2467773579097|-1322.0689950347382,whatwg/html,8.08
saschanaz,developer,717.7168576371787|608.9545204734045|-1005.8231246309008,whatwg/html,8
past,developer,709.6884762130601|151.04874580854505|-1134.8117222314656,whatwg/html,7.89
tabatkins,developer,613.1308530685135|198.85814940213697|-1292.8789188189996,whatwg/html,7.73
cathiechen,developer,1083.0085674894335|362.7836706676289|-1066.5774667914568,whatwg/html,7.45
jpzwarte,developer,866.5997568594587|370.4155795474625|-1469.3653524876618,whatwg/html,7.05
shhnjk,developer,868.5805313649051|516.0661375102941|-1439.051967392544,whatwg/html,6.77
scottaohara,developer,1031.485072691235|532.1030429829706|-992.7209374794356,whatwg/html,6.66
patrickhlauke,developer,825.502774165106|471.9353350374994|-901.2469016546108,whatwg/html,6.63
Kaiido,developer,1039.7153384155968|367.7838174701013|-1282.537046015597,whatwg/html,6.29
White-Whale-Defi-Platform/migaloo-core,repo,-899.134848387787|-1210.801639785614|145.26333691460695,,1.62
kerber0x,developer,-1053.6965664894321|-1245.9488740498266|4.874732811970915,White-Whale-Defi-Platform/migaloo-core,17.75
kaimen-sano,developer,-1179.5557951908402|-1147.7452892741412|-130.21841323962155,White-Whale-Defi-Platform/migaloo-core,9.02
Sen-Com,developer,-890.3067760151432|-1128.1935211373086|32.69346548391903,White-Whale-Defi-Platform/migaloo-core,3.65
eliseoci,developer,-1026.1629061596084|-1339.4231778500628|382.0651599516632,White-Whale-Defi-Platform/migaloo-core,3.32
0xFable,developer,-1144.3659571041176|-1081.5191306469208|109.73917280116154,White-Whale-Defi-Platform/migaloo-core,12.02
janfabian,developer,-669.0204678186417|-1143.0638226072056|108.26066017588909,White-Whale-Defi-Platform/migaloo-core,3.32
silvermind,developer,-1124.4621135419948|-1145.0681995257528|-25.10243657707815,White-Whale-Defi-Platform/migaloo-core,1.41
White-Whale-Defi-Platform/white-whale-core,repo,-789.4579768927593|-1336.5394880498936|-1454.6469593033123,,3.12
kerber0x,developer,-993.8289595452497|-1620.241230655914|-1263.365851548088,White-Whale-Defi-Platform/white-whale-core,17.75
0xFable,developer,-834.771920531711|-1245.5764590319452|-1327.5141864056934,White-Whale-Defi-Platform/white-whale-core,12.02
Sen-Com,developer,-736.8074916705176|-1143.8406069366033|-1609.0089558760903,White-Whale-Defi-Platform/white-whale-core,3.65
wincent/command-t,repo,129.00242353097178|-1283.8757569504107|-228.6926497401057,,1.12
wincent,developer,307.58314501229717|-1387.2568398599972|-323.37136106101707,wincent/command-t,4.32
amab8901,developer,182.42004405664767|-1057.3835280880835|-75.35799498355482,wincent/command-t,1.73
codybuell,developer,161.1976224552713|-1581.2942402958056|-128.31785503543892,wincent/command-t,1.73
Takuzen,developer,411.3331140111677|-1016.7533445249844|-120.05415268085346,wincent/command-t,1.41
Rijalamagaha,developer,230.63800916863175|-1470.1589404831097|-222.21602563322853,wincent/command-t,1
wiredtiger/wiredtiger,repo,125.231518428546|-941.5608694585534|-1409.1898854893536,,72.83
etienneptl,developer,122.32493500051055|-1019.0926788336704|-1586.3628949226318,wiredtiger/wiredtiger,46.11
korteland,developer,174.98444904505106|-1086.0453576762616|-1191.6203912883443,wiredtiger/wiredtiger,36.41
ajmorton,developer,166.07912214602544|-1202.8270704037025|-1645.7257528209398,wiredtiger/wiredtiger,36.01
kommiharibabu,developer,9.673258634348997|-825.2103553012162|-1469.5326058724372,wiredtiger/wiredtiger,34.39
lukech,developer,-49.874128932921565|-1096.7574693394934|-1337.3059774436738,wiredtiger/wiredtiger,33.23
luke-pearson,developer,346.89171077714263|-988.8930124891971|-1231.3319163761748,wiredtiger/wiredtiger,33.17
raviprakashgiri29,developer,-174.44642462660738|-689.5089705580112|-1138.8616843327725,wiredtiger/wiredtiger,31.78
sueloverso,developer,-104.27277869062141|-891.093149233317|-1256.2785480086511,wiredtiger/wiredtiger,30.48
quchenhao,developer,-46.693247531821754|-1121.5955658638386|-1603.948227251544,wiredtiger/wiredtiger,28.89
marcbutler,developer,248.11953871457348|-687.7154490120439|-1614.0512677365257,wiredtiger/wiredtiger,28.61
agorrod,developer,-66.01340623206761|-989.8006788875763|-1171.5966367858414,wiredtiger/wiredtiger,26.61
Siddhartha8899,developer,221.66368955532454|-893.1229741640151|-1518.3742233652022,wiredtiger/wiredtiger,25.14
svc-bot-sebb,developer,366.1070863716284|-953.1102682358062|-1226.0598633027753,wiredtiger/wiredtiger,24.86
mickgraham-mongodb,developer,207.74131951761325|-866.820317304857|-1111.8719180487747,wiredtiger/wiredtiger,24.72
ruby-oujo,developer,197.27574896561072|-720.0852816612781|-1468.6040330985652,wiredtiger/wiredtiger,24.34
Sean04,developer,184.5914796490979|-1018.2944671651425|-1490.5081601931636,wiredtiger/wiredtiger,24.26
mm-ng,developer,-11.964374383548176|-877.4597055073007|-1667.051821420351,wiredtiger/wiredtiger,23.22
ddanderson,developer,-167.9029074663767|-1180.4515601027967|-1202.9509861842407,wiredtiger/wiredtiger,22.76
pmacko86,developer,88.66663942169754|-1056.9364241168357|-1277.8726785983472,wiredtiger/wiredtiger,21.86
keitharnoldsmith,developer,272.8003375520207|-1160.6017309997665|-1660.7336481101363,wiredtiger/wiredtiger,18.86
jeremythorp,developer,191.0795799492609|-1175.4701289062425|-1135.2084191829147,wiredtiger/wiredtiger,18.41
jiechenbo,developer,33.79721932630102|-811.0195446081007|-1417.0139061824846,wiredtiger/wiredtiger,16.2
fedorova,developer,273.0149711902729|-949.8416734632431|-1321.5306015299172,wiredtiger/wiredtiger,8.45
clarissecheah,developer,294.7904284749208|-858.5771732524777|-1558.604790770618,wiredtiger/wiredtiger,8.21
sulabhM,developer,-31.621964086144402|-719.2753698451236|-1455.8207978928326,wiredtiger/wiredtiger,7.3
bvpvamsikrishna,developer,109.87018852271603|-810.5289864289483|-1253.577774685296,wiredtiger/wiredtiger,5.47
amiyuki7,developer,-144.89281977959183|-1169.5756334398927|-1636.3523084523424,wiredtiger/wiredtiger,4.69
RedBeard0531,developer,36.61550681619272|-1131.7657065499181|-1702.424749527421,wiredtiger/wiredtiger,4.12
Meilianggang,developer,145.15602679939724|-1135.7481863809007|-1314.8805406332303,wiredtiger/wiredtiger,3.87
zengwei2000,developer,-166.88217540680557|-726.0694733433919|-1408.4103827513215,wiredtiger/wiredtiger,3.15
wmo-im/GRIB2,repo,-984.0858455724439|600.3906662369309|-1296.499302979148,,2.56
amilan17,developer,-739.6291948627485|593.8115210962399|-1531.8562947501102,wmo-im/GRIB2,14.13
sebvi,developer,-1243.5233707832767|446.92339729760533|-1463.4836917723037,wmo-im/GRIB2,7.65
jbathegit,developer,-696.6563348497318|703.2010479269643|-1442.4759133591147,wmo-im/GRIB2,4.41
tomkralidis,developer,-896.2184784342362|747.7972118517991|-1304.8990138371162,wmo-im/GRIB2,3.24
manfredsc,developer,-938.0463141823896|808.1733391416913|-1352.9612554052903,wmo-im/GRIB2,2
marijanacrepulja,developer,-761.3199136590066|401.4918753078602|-1248.3817861870184,wmo-im/GRIB2,1.41
AndrewBenjamin-NOAA,developer,-1041.6507979107996|626.1115254892915|-1041.5364538905167,wmo-im/GRIB2,1.41
sergioh-pessoal,developer,-1256.9177782076931|818.5983527976653|-1158.607586748025,wmo-im/GRIB2,1
SibylleK,developer,-1261.899656189806|444.05625864965475|-1456.4833695043922,wmo-im/GRIB2,1
shahramn,developer,-907.3403495353091|389.59990808190474|-1172.0859683101423,wmo-im/GRIB2,1
lennart-grib2,developer,-734.0440280546752|600.4556523990263|-1572.018690118435,wmo-im/GRIB2,1
chris-little,developer,-728.5510080355726|774.7700923930043|-1158.7430430615022,wmo-im/GRIB2,1
WoltLab/WCF,repo,-996.4108126554474|-751.4369446691451|-1421.8619483483935,,13.11
TimWolla,developer,-833.7371396089021|-994.8957093631619|-1152.2643994246778,WoltLab/WCF,26.46
BurntimeX,developer,-1087.040168600145|-711.6200011423603|-1228.2044479691913,WoltLab/WCF,19.79
dtdesign,developer,-1066.187931597975|-759.8001458717456|-1685.9809729405315,WoltLab/WCF,17.75
cls-design,developer,-1220.6090647020956|-830.2286852034641|-1367.4828362476617,WoltLab/WCF,9.02
SoftCreatR,developer,-846.1457767974663|-745.7170141178067|-1521.8511771632934,WoltLab/WCF,6.63
mutec,developer,-1165.9991733807165|-713.4140872652031|-1663.6484328681067,WoltLab/WCF,5.7
felix-d1strict,developer,-1164.775670457384|-700.4299450813543|-1355.7201933866568,WoltLab/WCF,2.83
MomoSpidey,developer,-1004.520779325014|-773.9544176774759|-1647.4270499990546,WoltLab/WCF,1.41
darkwood-studios,developer,-968.9615737218949|-526.2414551959166|-1560.5772056779679,WoltLab/WCF,1.41
woocommerce/woocommerce-blocks,repo,1036.0755474896687|-708.5925092160727|-995.0375946340612,,1.98
gigitux,developer,964.4132530446624|-615.5806768459452|-1108.8553341198312,woocommerce/woocommerce-blocks,50.24
Aljullu,developer,841.2629236594288|-677.1165415001001|-985.7767737988191,woocommerce/woocommerce-blocks,47.11
mikejolley,developer,986.3617083546723|-458.7343686905176|-1012.5269344228267,woocommerce/woocommerce-blocks,43.03
imanish003,developer,1265.6745429532214|-896.852575186558|-1189.6427905775054,woocommerce/woocommerce-blocks,39.45
nielslange,developer,1167.84092798642|-509.0358591344305|-776.6151578058582,woocommerce/woocommerce-blocks,36.48
kmanijak,developer,873.0216216895906|-862.0218838774263|-1123.450637414636,woocommerce/woocommerce-blocks,36.46
nefeline,developer,1020.8229880356266|-861.5882229232035|-929.2876009441004,woocommerce/woocommerce-blocks,35.79
albarin,developer,984.3009578180358|-431.3754738889629|-777.1921974457443,woocommerce/woocommerce-blocks,34.84
roykho,developer,740.8823631684663|-486.33381463488524|-978.1866197298029,woocommerce/woocommerce-blocks,34.78
thealexandrelara,developer,1136.5732041930137|-953.2832801043714|-781.3169674964364,woocommerce/woocommerce-blocks,32.59
danieldudzic,developer,1334.5708009941636|-633.9566544245586|-1287.5954060232164,woocommerce/woocommerce-blocks,26.91
opr,developer,761.6411716948139|-899.111597167258|-917.333381535712,woocommerce/woocommerce-blocks,26.35
nerrad,developer,965.275609826788|-563.2336686437037|-1002.4631116547562,woocommerce/woocommerce-blocks,23.99
tjcafferkey,developer,1085.378366632586|-754.8391101153259|-1012.4679294072994,woocommerce/woocommerce-blocks,23.4
hritikchaudhary,developer,929.1038529919333|-598.6170339289108|-870.9490152913027,woocommerce/woocommerce-blocks,23.01
hsingyuc,developer,971.1488228449757|-995.4688827442831|-1093.0349752922484,woocommerce/woocommerce-blocks,22.76
wavvves,developer,821.5920227700046|-659.9545996677997|-703.0339860047313,woocommerce/woocommerce-blocks,22.24
